Edges in the graph (u, v, w):
(342, 398, 35)
(342, 715, 6)
(342, 986, 15)
(342, 875, 35)
(342, 874, 26)
(342, 969, 50)
(342, 414, 27)
(342, 504, 32)
(342, 677, 37)
(342, 591, 33)
(342, 801, 9)
(343, 582, 1)
(343, 491, 1)
(343, 389, 45)
(343, 414, 10)
(343, 592, 13)
(343, 360, 35)
(343, 935, 41)
(343, 391, 36)
(343, 380, 15)
(343, 993, 15)
(343, 671, 16)
(343, 960, 6)
(343, 922, 24)
(343, 496, 39)
(343, 617, 24)
(343, 485, 27)
(343, 757, 41)
(343, 974, 10)
(343, 892, 28)
(344, 741, 18)
(344, 811, 14)
(344, 921, 4)
(344, 355, 18)
(344, 763, 22)
(344, 817, 45)
(344, 928, 31)
(344, 648, 25)
(344, 986, 6)
(344, 411, 19)
(344, 570, 24)
(344, 514, 5)
(344, 361, 22)
(344, 493, 49)
(344, 546, 37)
(344, 387, 7)
(344, 766, 41)
(345, 745, 42)
(345, 874, 32)
(345, 878, 11)
(345, 930, 32)
(345, 740, 42)
(345, 516, 7)
(346, 958, 28)
(346, 658, 45)
(346, 850, 4)
(346, 601, 5)
(346, 731, 17)
(346, 804, 27)
(346, 947, 13)
(346, 561, 26)
(346, 661, 1)
(346, 844, 48)
(346, 409, 22)
(346, 762, 4)
(346, 520, 24)
(346, 794, 22)
(347, 550, 31)
(347, 740, 45)
(347, 653, 37)
(347, 432, 46)
(347, 825, 40)
(347, 685, 32)
(347, 743, 47)
(347, 706, 23)
(347, 576, 11)
(347, 621, 19)
(347, 417, 5)
(347, 471, 14)
(347, 392, 1)
(347, 897, 7)
(348, 970, 36)
(348, 782, 9)
(348, 402, 12)
(348, 479, 31)
(348, 573, 42)
(348, 966, 15)
(348, 673, 45)
(348, 661, 20)
(348, 532, 43)
(348, 582, 2)
(348, 664, 7)
(348, 842, 3)
(348, 439, 22)
(349, 961, 19)
(349, 750, 36)
(349, 902, 8)
(349, 954, 16)
(349, 372, 20)
(349, 762, 9)
(349, 409, 24)
(349, 494, 37)
(349, 797, 35)
(349, 485, 33)
(349, 852, 5)
(349, 596, 3)
(349, 599, 48)
(349, 897, 4)
(349, 671, 19)
(349, 994, 6)
(350, 518, 48)
(350, 967, 25)
(350, 887, 20)
(350, 546, 39)
(350, 526, 33)
(350, 425, 38)
(350, 798, 9)
(350, 866, 46)
(350, 970, 20)
(350, 459, 47)
(350, 928, 24)
(350, 774, 31)
(350, 474, 4)
(350, 800, 48)
(350, 782, 1)
(350, 961, 43)
(350, 723, 18)
(350, 580, 5)
(351, 691, 23)
(351, 874, 4)
(351, 679, 10)
(351, 563, 12)
(351, 800, 26)
(351, 603, 13)
(351, 506, 29)
(351, 552, 27)
(351, 849, 1)
(351, 677, 35)
(351, 955, 14)
(351, 867, 37)
(351, 453, 16)
(351, 488, 42)
(352, 540, 14)
(352, 550, 38)
(352, 781, 1)
(352, 911, 49)
(352, 424, 30)
(352, 925, 34)
(352, 543, 38)
(352, 991, 28)
(352, 380, 13)
(352, 934, 13)
(352, 774, 27)
(352, 570, 46)
(353, 470, 11)
(353, 884, 31)
(353, 920, 30)
(353, 583, 9)
(353, 949, 7)
(353, 647, 1)
(353, 374, 1)
(353, 963, 49)
(353, 762, 6)
(353, 376, 23)
(353, 409, 18)
(353, 895, 37)
(353, 458, 42)
(353, 917, 28)
(353, 808, 43)
(353, 826, 6)
(353, 521, 1)
(354, 501, 10)
(354, 812, 22)
(354, 592, 14)
(354, 961, 4)
(354, 575, 35)
(354, 409, 36)
(354, 473, 26)
(354, 601, 42)
(354, 514, 44)
(354, 903, 9)
(355, 797, 19)
(355, 420, 49)
(355, 943, 43)
(355, 937, 29)
(355, 502, 35)
(355, 980, 15)
(355, 951, 47)
(355, 686, 17)
(355, 841, 44)
(355, 491, 33)
(355, 402, 2)
(356, 434, 7)
(356, 961, 24)
(356, 372, 49)
(356, 984, 22)
(356, 593, 23)
(356, 473, 49)
(356, 618, 22)
(356, 864, 18)
(356, 803, 11)
(356, 437, 19)
(356, 398, 26)
(356, 938, 31)
(356, 820, 38)
(356, 697, 15)
(356, 784, 13)
(357, 426, 31)
(357, 915, 16)
(357, 979, 28)
(357, 448, 40)
(357, 384, 20)
(357, 486, 18)
(357, 902, 3)
(357, 935, 46)
(357, 761, 16)
(357, 728, 18)
(357, 653, 49)
(357, 715, 40)
(357, 622, 38)
(357, 930, 45)
(357, 368, 9)
(357, 467, 36)
(357, 494, 2)
(357, 781, 43)
(357, 640, 32)
(357, 565, 50)
(357, 602, 42)
(358, 619, 9)
(358, 807, 44)
(358, 575, 3)
(358, 696, 16)
(358, 968, 13)
(358, 715, 39)
(358, 581, 50)
(359, 941, 16)
(359, 827, 26)
(359, 443, 22)
(359, 721, 15)
(359, 616, 37)
(359, 995, 37)
(359, 805, 18)
(359, 992, 31)
(359, 828, 41)
(359, 456, 39)
(359, 694, 33)
(360, 539, 2)
(360, 545, 42)
(360, 627, 34)
(360, 419, 5)
(360, 427, 11)
(360, 937, 8)
(360, 944, 22)
(360, 500, 22)
(360, 918, 41)
(360, 796, 26)
(360, 956, 8)
(360, 457, 40)
(360, 685, 38)
(360, 602, 46)
(361, 685, 17)
(361, 819, 1)
(361, 907, 3)
(361, 521, 1)
(361, 380, 17)
(361, 904, 41)
(361, 689, 42)
(361, 550, 38)
(361, 880, 43)
(361, 457, 31)
(362, 757, 47)
(362, 986, 4)
(362, 691, 32)
(362, 932, 46)
(362, 572, 17)
(362, 708, 15)
(363, 574, 25)
(363, 558, 18)
(363, 486, 25)
(363, 718, 23)
(363, 512, 46)
(363, 993, 38)
(363, 926, 9)
(363, 411, 16)
(363, 453, 45)
(363, 931, 37)
(363, 801, 48)
(363, 511, 49)
(363, 989, 14)
(363, 481, 27)
(364, 402, 17)
(364, 984, 28)
(364, 508, 26)
(364, 449, 37)
(364, 622, 43)
(364, 682, 41)
(364, 527, 35)
(364, 395, 48)
(364, 943, 36)
(364, 703, 1)
(364, 742, 46)
(364, 972, 49)
(364, 702, 38)
(364, 652, 20)
(364, 878, 50)
(365, 902, 6)
(365, 773, 1)
(365, 479, 35)
(365, 820, 22)
(365, 999, 46)
(365, 849, 39)
(365, 441, 25)
(365, 740, 18)
(365, 632, 37)
(365, 751, 13)
(366, 383, 33)
(366, 785, 42)
(366, 616, 18)
(366, 881, 2)
(366, 915, 40)
(366, 849, 14)
(366, 443, 19)
(366, 750, 35)
(366, 622, 45)
(366, 479, 14)
(366, 670, 4)
(367, 541, 26)
(367, 503, 42)
(367, 638, 30)
(367, 616, 19)
(367, 719, 14)
(367, 974, 11)
(367, 642, 17)
(367, 643, 8)
(368, 882, 15)
(368, 738, 13)
(368, 440, 13)
(368, 663, 47)
(368, 568, 19)
(368, 587, 41)
(368, 897, 12)
(368, 615, 11)
(368, 920, 41)
(368, 655, 19)
(368, 467, 7)
(368, 666, 47)
(368, 620, 46)
(368, 926, 31)
(368, 767, 13)
(368, 532, 30)
(368, 391, 3)
(368, 814, 28)
(368, 596, 28)
(369, 827, 37)
(369, 684, 9)
(369, 624, 12)
(369, 750, 26)
(369, 768, 45)
(369, 873, 30)
(369, 701, 13)
(369, 896, 8)
(369, 777, 30)
(369, 416, 1)
(369, 384, 10)
(369, 810, 7)
(369, 682, 37)
(369, 915, 26)
(370, 597, 6)
(370, 815, 39)
(370, 478, 44)
(370, 717, 4)
(370, 906, 13)
(370, 626, 45)
(370, 667, 31)
(370, 908, 15)
(370, 964, 26)
(370, 756, 17)
(370, 946, 26)
(370, 726, 43)
(371, 658, 13)
(371, 694, 8)
(371, 854, 11)
(371, 593, 44)
(371, 719, 38)
(371, 419, 12)
(371, 678, 50)
(371, 662, 17)
(372, 552, 4)
(372, 625, 4)
(372, 516, 48)
(372, 753, 11)
(372, 758, 27)
(372, 429, 29)
(372, 667, 36)
(372, 405, 8)
(372, 636, 28)
(372, 868, 42)
(372, 517, 11)
(372, 589, 13)
(372, 506, 45)
(373, 719, 1)
(373, 385, 1)
(373, 714, 18)
(373, 378, 25)
(373, 981, 17)
(373, 730, 43)
(373, 589, 10)
(373, 755, 15)
(373, 621, 40)
(373, 467, 41)
(373, 481, 25)
(373, 685, 15)
(373, 915, 21)
(373, 863, 14)
(373, 671, 33)
(374, 523, 10)
(374, 604, 30)
(374, 545, 44)
(374, 505, 23)
(374, 670, 44)
(374, 953, 48)
(374, 405, 28)
(374, 437, 20)
(374, 631, 41)
(374, 591, 15)
(374, 500, 45)
(374, 623, 14)
(374, 998, 46)
(374, 468, 25)
(374, 407, 36)
(375, 636, 4)
(375, 602, 46)
(375, 695, 18)
(375, 717, 47)
(375, 648, 42)
(375, 825, 1)
(375, 523, 46)
(375, 903, 20)
(375, 605, 33)
(375, 489, 6)
(375, 957, 47)
(375, 662, 24)
(375, 409, 49)
(375, 578, 46)
(376, 980, 25)
(376, 703, 40)
(376, 859, 39)
(376, 799, 36)
(376, 518, 44)
(376, 795, 43)
(376, 496, 23)
(376, 932, 16)
(376, 812, 22)
(376, 951, 18)
(376, 474, 47)
(376, 531, 10)
(376, 747, 28)
(376, 991, 1)
(376, 963, 12)
(377, 691, 13)
(377, 453, 5)
(377, 738, 28)
(377, 694, 31)
(377, 969, 49)
(377, 832, 39)
(377, 424, 17)
(377, 793, 40)
(377, 952, 48)
(377, 409, 29)
(377, 779, 38)
(377, 998, 11)
(377, 596, 18)
(377, 390, 1)
(377, 874, 36)
(378, 522, 43)
(378, 508, 26)
(378, 559, 49)
(378, 704, 29)
(378, 723, 9)
(378, 738, 35)
(378, 715, 12)
(378, 610, 50)
(378, 687, 30)
(378, 781, 49)
(379, 481, 20)
(379, 632, 34)
(379, 835, 32)
(379, 923, 27)
(379, 526, 11)
(379, 843, 25)
(379, 495, 38)
(379, 480, 41)
(379, 865, 3)
(379, 932, 33)
(380, 716, 5)
(380, 922, 48)
(380, 592, 31)
(380, 933, 35)
(380, 401, 42)
(380, 957, 40)
(380, 891, 50)
(380, 381, 22)
(380, 732, 38)
(380, 584, 20)
(381, 558, 45)
(381, 837, 6)
(381, 686, 14)
(381, 661, 35)
(381, 681, 4)
(381, 446, 11)
(381, 568, 50)
(381, 570, 32)
(381, 765, 16)
(381, 489, 35)
(381, 593, 47)
(382, 727, 34)
(382, 653, 18)
(382, 923, 10)
(382, 505, 25)
(382, 995, 1)
(382, 945, 8)
(382, 698, 27)
(382, 592, 46)
(382, 846, 18)
(382, 734, 28)
(382, 774, 48)
(382, 894, 49)
(382, 768, 7)
(383, 412, 20)
(383, 868, 39)
(383, 560, 45)
(383, 951, 14)
(383, 769, 41)
(383, 556, 20)
(383, 618, 49)
(383, 723, 1)
(383, 781, 4)
(384, 866, 37)
(384, 516, 33)
(384, 797, 15)
(384, 761, 49)
(384, 436, 9)
(384, 545, 19)
(384, 959, 30)
(385, 870, 19)
(385, 660, 8)
(385, 394, 47)
(385, 647, 14)
(385, 432, 37)
(385, 931, 27)
(385, 611, 14)
(385, 521, 33)
(385, 562, 35)
(385, 880, 46)
(385, 682, 42)
(386, 724, 12)
(386, 865, 42)
(386, 543, 46)
(386, 469, 43)
(386, 827, 23)
(386, 596, 1)
(386, 687, 37)
(386, 945, 14)
(386, 539, 13)
(386, 867, 48)
(386, 868, 25)
(386, 829, 34)
(386, 586, 50)
(386, 926, 5)
(386, 433, 14)
(386, 560, 10)
(386, 544, 8)
(386, 830, 39)
(387, 863, 45)
(387, 455, 43)
(387, 414, 24)
(387, 463, 17)
(387, 937, 13)
(387, 530, 19)
(387, 933, 33)
(387, 448, 7)
(387, 612, 35)
(387, 895, 39)
(387, 486, 41)
(387, 576, 23)
(387, 958, 48)
(387, 782, 48)
(388, 499, 32)
(388, 512, 8)
(388, 641, 4)
(388, 518, 49)
(388, 892, 21)
(388, 398, 25)
(388, 587, 37)
(388, 918, 49)
(388, 890, 44)
(388, 656, 12)
(388, 893, 37)
(388, 559, 4)
(388, 567, 43)
(388, 972, 39)
(388, 624, 17)
(388, 520, 12)
(389, 780, 24)
(389, 538, 6)
(389, 691, 34)
(389, 695, 11)
(389, 755, 6)
(389, 933, 16)
(389, 715, 33)
(389, 643, 28)
(389, 529, 18)
(389, 945, 5)
(389, 963, 25)
(390, 881, 7)
(390, 796, 29)
(390, 562, 26)
(390, 865, 2)
(390, 601, 18)
(390, 397, 47)
(390, 598, 45)
(390, 393, 43)
(390, 823, 19)
(390, 897, 49)
(391, 426, 22)
(391, 661, 47)
(391, 571, 9)
(391, 619, 2)
(391, 527, 50)
(391, 980, 22)
(391, 728, 27)
(391, 636, 38)
(391, 946, 7)
(391, 799, 19)
(391, 447, 20)
(391, 484, 29)
(391, 664, 23)
(391, 580, 10)
(392, 671, 23)
(392, 811, 48)
(392, 999, 25)
(392, 756, 50)
(392, 925, 50)
(392, 654, 25)
(392, 489, 45)
(392, 417, 36)
(392, 513, 15)
(392, 453, 27)
(392, 544, 26)
(392, 720, 16)
(392, 690, 15)
(392, 790, 9)
(392, 795, 32)
(393, 786, 39)
(393, 429, 25)
(393, 939, 30)
(393, 423, 32)
(393, 781, 13)
(393, 749, 33)
(393, 679, 29)
(393, 643, 14)
(393, 490, 25)
(393, 755, 49)
(393, 514, 23)
(393, 508, 18)
(393, 631, 3)
(393, 401, 44)
(393, 450, 6)
(393, 613, 22)
(393, 530, 43)
(394, 518, 33)
(394, 662, 42)
(394, 487, 14)
(394, 477, 49)
(394, 812, 9)
(394, 426, 46)
(394, 703, 29)
(394, 917, 22)
(394, 715, 21)
(394, 741, 29)
(394, 599, 7)
(394, 942, 42)
(394, 969, 47)
(395, 887, 10)
(395, 803, 5)
(395, 669, 43)
(395, 873, 33)
(395, 862, 27)
(395, 599, 21)
(395, 507, 28)
(395, 536, 43)
(395, 454, 49)
(395, 860, 45)
(395, 479, 48)
(395, 912, 36)
(395, 794, 38)
(395, 487, 49)
(395, 579, 3)
(395, 743, 30)
(395, 911, 13)
(396, 410, 50)
(396, 789, 42)
(396, 461, 14)
(396, 786, 14)
(396, 739, 32)
(396, 731, 48)
(396, 759, 41)
(396, 453, 24)
(397, 882, 10)
(397, 989, 15)
(397, 869, 13)
(397, 868, 18)
(397, 891, 23)
(397, 442, 2)
(397, 522, 50)
(398, 533, 36)
(398, 679, 31)
(398, 719, 20)
(398, 855, 1)
(398, 713, 14)
(398, 779, 3)
(398, 666, 48)
(398, 707, 23)
(398, 976, 21)
(398, 548, 33)
(398, 641, 41)
(398, 496, 25)
(398, 559, 22)
(398, 699, 49)
(399, 461, 18)
(399, 600, 33)
(399, 623, 12)
(399, 911, 2)
(399, 441, 9)
(399, 729, 36)
(399, 685, 16)
(399, 642, 45)
(399, 972, 46)
(399, 884, 31)
(399, 537, 42)
(399, 788, 47)
(399, 793, 10)
(399, 408, 26)
(399, 817, 34)
(399, 964, 28)
(399, 520, 19)
(399, 896, 12)
(400, 626, 28)
(400, 487, 6)
(400, 915, 26)
(400, 874, 2)
(400, 695, 16)
(400, 745, 15)
(400, 547, 31)
(400, 820, 36)
(400, 955, 10)
(400, 520, 39)
(400, 744, 41)
(400, 714, 35)
(401, 519, 34)
(401, 793, 36)
(401, 647, 6)
(401, 738, 15)
(401, 919, 2)
(401, 470, 2)
(401, 971, 25)
(401, 410, 28)
(401, 552, 6)
(401, 655, 47)
(401, 762, 32)
(401, 751, 15)
(402, 475, 35)
(402, 681, 29)
(402, 751, 36)
(402, 567, 20)
(402, 490, 45)
(402, 806, 45)
(402, 510, 21)
(402, 443, 25)
(402, 447, 8)
(402, 491, 38)
(402, 584, 38)
(402, 768, 40)
(402, 727, 26)
(403, 840, 25)
(403, 918, 13)
(403, 651, 2)
(403, 736, 16)
(403, 776, 45)
(403, 939, 8)
(403, 747, 6)
(403, 957, 30)
(403, 577, 46)
(403, 475, 33)
(403, 962, 9)
(403, 735, 30)
(404, 782, 4)
(404, 776, 32)
(404, 647, 15)
(404, 807, 19)
(404, 634, 3)
(404, 728, 48)
(404, 762, 4)
(404, 470, 24)
(404, 536, 26)
(405, 670, 31)
(405, 481, 23)
(405, 843, 1)
(405, 908, 35)
(405, 979, 1)
(405, 723, 31)
(405, 528, 42)
(405, 998, 34)
(405, 432, 44)
(405, 472, 47)
(405, 438, 23)
(405, 509, 2)
(405, 665, 48)
(405, 777, 36)
(405, 478, 30)
(405, 570, 20)
(405, 999, 31)
(406, 716, 14)
(406, 644, 18)
(406, 998, 2)
(406, 929, 14)
(406, 423, 24)
(406, 554, 32)
(406, 549, 50)
(406, 696, 46)
(406, 512, 15)
(406, 745, 28)
(407, 450, 8)
(407, 550, 46)
(407, 668, 15)
(407, 476, 13)
(407, 911, 27)
(407, 840, 45)
(407, 760, 14)
(407, 464, 40)
(407, 657, 12)
(407, 705, 19)
(407, 541, 5)
(407, 720, 36)
(408, 867, 45)
(408, 615, 23)
(408, 436, 25)
(408, 705, 12)
(408, 802, 19)
(408, 779, 3)
(408, 904, 5)
(408, 797, 27)
(408, 870, 12)
(408, 920, 48)
(408, 476, 9)
(408, 488, 30)
(408, 580, 44)
(409, 672, 48)
(409, 866, 35)
(409, 511, 15)
(409, 835, 18)
(409, 943, 46)
(409, 638, 44)
(409, 798, 3)
(409, 646, 14)
(409, 784, 21)
(409, 836, 11)
(409, 703, 42)
(410, 985, 45)
(410, 444, 37)
(410, 973, 34)
(410, 483, 23)
(410, 894, 1)
(410, 726, 49)
(410, 671, 22)
(410, 627, 21)
(410, 957, 12)
(410, 703, 9)
(410, 880, 16)
(410, 717, 41)
(410, 982, 40)
(410, 668, 18)
(410, 469, 26)
(410, 452, 18)
(411, 537, 31)
(411, 834, 37)
(411, 899, 18)
(411, 773, 15)
(411, 822, 47)
(411, 499, 19)
(411, 868, 36)
(411, 705, 5)
(411, 918, 5)
(411, 734, 35)
(411, 680, 43)
(411, 655, 16)
(411, 417, 44)
(411, 938, 13)
(411, 988, 38)
(411, 766, 10)
(411, 574, 9)
(412, 454, 15)
(412, 792, 45)
(412, 532, 12)
(412, 561, 17)
(412, 671, 7)
(412, 939, 26)
(412, 651, 5)
(412, 904, 46)
(412, 774, 49)
(412, 691, 8)
(412, 492, 9)
(412, 568, 47)
(412, 618, 32)
(412, 797, 49)
(412, 996, 20)
(413, 952, 23)
(413, 432, 45)
(413, 807, 26)
(413, 476, 48)
(413, 731, 45)
(413, 772, 24)
(413, 551, 42)
(413, 684, 3)
(413, 815, 49)
(413, 426, 46)
(413, 823, 13)
(413, 499, 35)
(413, 769, 15)
(413, 542, 46)
(413, 770, 3)
(414, 530, 6)
(414, 539, 45)
(414, 605, 18)
(414, 647, 45)
(414, 670, 13)
(414, 986, 41)
(414, 688, 28)
(414, 672, 4)
(414, 897, 6)
(414, 882, 19)
(414, 552, 1)
(414, 432, 22)
(414, 767, 36)
(414, 828, 49)
(414, 942, 24)
(415, 592, 44)
(415, 885, 15)
(415, 687, 14)
(415, 578, 26)
(415, 937, 32)
(415, 706, 9)
(415, 543, 8)
(415, 826, 9)
(415, 630, 14)
(415, 858, 24)
(415, 726, 24)
(416, 475, 6)
(416, 435, 13)
(416, 422, 28)
(416, 647, 11)
(416, 930, 10)
(416, 605, 12)
(416, 925, 13)
(416, 614, 20)
(416, 989, 27)
(416, 993, 30)
(417, 812, 19)
(417, 527, 30)
(417, 643, 23)
(417, 879, 30)
(417, 593, 49)
(417, 713, 50)
(417, 888, 45)
(417, 570, 44)
(417, 749, 7)
(417, 688, 34)
(417, 742, 49)
(417, 696, 24)
(417, 895, 22)
(417, 948, 27)
(417, 588, 13)
(417, 591, 18)
(417, 776, 9)
(417, 787, 19)
(418, 669, 22)
(418, 853, 17)
(418, 710, 18)
(418, 560, 6)
(418, 466, 49)
(418, 749, 3)
(418, 464, 42)
(418, 847, 38)
(418, 428, 24)
(418, 831, 2)
(419, 632, 17)
(419, 452, 9)
(419, 566, 32)
(419, 507, 50)
(419, 872, 47)
(419, 737, 43)
(419, 654, 32)
(419, 886, 13)
(419, 698, 1)
(419, 499, 7)
(419, 492, 44)
(419, 598, 49)
(420, 640, 29)
(420, 782, 30)
(420, 913, 22)
(420, 944, 43)
(420, 445, 34)
(420, 442, 8)
(420, 883, 6)
(420, 779, 4)
(420, 573, 3)
(420, 649, 3)
(421, 622, 22)
(421, 809, 26)
(421, 424, 23)
(421, 545, 29)
(421, 924, 36)
(421, 936, 12)
(421, 485, 5)
(421, 636, 45)
(421, 536, 29)
(421, 757, 23)
(421, 970, 12)
(421, 896, 18)
(422, 537, 48)
(422, 441, 11)
(422, 631, 47)
(422, 580, 41)
(422, 477, 5)
(422, 571, 45)
(422, 910, 42)
(422, 762, 38)
(422, 860, 18)
(422, 551, 35)
(422, 717, 1)
(422, 976, 26)
(422, 665, 11)
(422, 545, 25)
(422, 682, 23)
(423, 877, 46)
(423, 531, 50)
(423, 512, 13)
(423, 733, 32)
(423, 814, 8)
(423, 573, 43)
(423, 488, 37)
(423, 642, 50)
(423, 908, 23)
(423, 709, 44)
(423, 948, 10)
(423, 844, 9)
(423, 450, 14)
(424, 564, 10)
(424, 741, 5)
(424, 671, 28)
(424, 746, 4)
(424, 768, 46)
(424, 915, 33)
(424, 473, 17)
(424, 532, 37)
(424, 624, 30)
(424, 464, 28)
(425, 933, 16)
(425, 793, 19)
(425, 943, 3)
(425, 518, 9)
(425, 806, 22)
(425, 519, 14)
(425, 650, 37)
(426, 921, 42)
(426, 854, 45)
(426, 930, 19)
(426, 507, 27)
(426, 499, 20)
(426, 438, 23)
(426, 521, 14)
(426, 683, 31)
(426, 787, 33)
(426, 537, 7)
(426, 839, 19)
(427, 921, 48)
(427, 931, 12)
(427, 866, 11)
(427, 863, 8)
(427, 741, 10)
(427, 535, 33)
(427, 482, 32)
(427, 851, 24)
(427, 554, 29)
(427, 589, 13)
(427, 467, 1)
(427, 435, 2)
(427, 685, 13)
(427, 966, 16)
(428, 913, 8)
(428, 649, 5)
(428, 756, 22)
(428, 945, 27)
(428, 689, 19)
(428, 968, 42)
(428, 648, 7)
(428, 906, 4)
(428, 942, 46)
(428, 441, 10)
(429, 985, 36)
(429, 441, 28)
(429, 966, 23)
(429, 886, 2)
(429, 907, 30)
(429, 505, 43)
(429, 929, 15)
(429, 518, 19)
(429, 448, 41)
(429, 642, 1)
(429, 722, 31)
(429, 591, 40)
(429, 744, 5)
(430, 975, 50)
(430, 971, 50)
(430, 968, 6)
(430, 806, 49)
(430, 862, 30)
(430, 773, 17)
(430, 599, 3)
(430, 617, 33)
(430, 996, 36)
(430, 755, 11)
(430, 560, 47)
(430, 887, 5)
(430, 603, 46)
(430, 621, 48)
(430, 608, 43)
(430, 678, 3)
(431, 596, 50)
(431, 841, 39)
(431, 987, 41)
(431, 755, 30)
(431, 763, 36)
(431, 610, 49)
(431, 901, 49)
(431, 715, 48)
(431, 660, 22)
(431, 740, 49)
(431, 932, 37)
(431, 491, 26)
(432, 500, 31)
(432, 712, 15)
(432, 895, 28)
(432, 498, 3)
(432, 755, 41)
(432, 808, 5)
(432, 779, 1)
(432, 482, 44)
(432, 507, 8)
(432, 589, 27)
(432, 512, 23)
(433, 481, 7)
(433, 899, 2)
(433, 904, 18)
(433, 728, 24)
(433, 766, 31)
(433, 994, 35)
(433, 630, 42)
(433, 665, 12)
(433, 681, 39)
(433, 754, 6)
(434, 891, 37)
(434, 776, 27)
(434, 977, 37)
(434, 559, 39)
(434, 592, 5)
(434, 621, 44)
(434, 510, 25)
(434, 942, 48)
(434, 755, 37)
(434, 456, 27)
(434, 774, 28)
(434, 991, 14)
(435, 704, 17)
(435, 604, 40)
(435, 633, 45)
(435, 668, 2)
(435, 995, 11)
(435, 620, 41)
(435, 601, 33)
(435, 607, 17)
(435, 543, 38)
(435, 641, 27)
(435, 659, 39)
(436, 563, 50)
(436, 830, 29)
(436, 460, 19)
(436, 504, 32)
(436, 941, 5)
(436, 852, 31)
(436, 807, 50)
(436, 589, 31)
(436, 987, 17)
(436, 863, 13)
(436, 531, 6)
(436, 945, 45)
(437, 463, 34)
(437, 854, 2)
(437, 502, 25)
(437, 837, 40)
(437, 883, 45)
(437, 884, 38)
(437, 587, 26)
(437, 691, 27)
(437, 901, 4)
(437, 814, 50)
(437, 961, 10)
(437, 818, 34)
(437, 662, 35)
(437, 847, 45)
(438, 779, 25)
(438, 705, 19)
(438, 833, 14)
(438, 996, 40)
(438, 820, 36)
(438, 958, 23)
(438, 938, 3)
(439, 479, 27)
(439, 711, 34)
(439, 566, 17)
(439, 866, 11)
(439, 568, 35)
(439, 487, 3)
(439, 908, 15)
(439, 797, 25)
(439, 664, 10)
(439, 789, 36)
(439, 763, 39)
(439, 522, 40)
(440, 574, 32)
(440, 737, 29)
(440, 510, 23)
(440, 457, 22)
(440, 645, 3)
(440, 918, 19)
(440, 781, 25)
(440, 582, 44)
(440, 853, 17)
(440, 535, 5)
(440, 681, 35)
(440, 777, 22)
(441, 594, 1)
(441, 773, 2)
(441, 863, 22)
(441, 490, 41)
(441, 991, 21)
(441, 641, 11)
(441, 836, 9)
(441, 803, 50)
(441, 995, 44)
(442, 553, 8)
(442, 635, 24)
(442, 649, 42)
(442, 600, 41)
(442, 875, 15)
(442, 990, 25)
(442, 707, 19)
(442, 900, 49)
(442, 687, 3)
(442, 570, 36)
(442, 506, 33)
(443, 475, 9)
(443, 621, 6)
(443, 701, 38)
(443, 465, 29)
(443, 908, 16)
(443, 813, 13)
(443, 859, 15)
(443, 464, 1)
(443, 524, 19)
(443, 508, 9)
(444, 847, 16)
(444, 965, 5)
(444, 700, 20)
(444, 849, 36)
(444, 715, 31)
(444, 736, 12)
(444, 455, 6)
(444, 975, 13)
(444, 841, 28)
(444, 515, 33)
(444, 558, 33)
(444, 789, 24)
(444, 511, 43)
(444, 569, 20)
(445, 524, 13)
(445, 508, 22)
(445, 596, 23)
(445, 938, 30)
(445, 652, 44)
(445, 882, 9)
(445, 998, 11)
(445, 894, 4)
(446, 741, 15)
(446, 676, 44)
(446, 873, 49)
(446, 780, 23)
(446, 692, 32)
(446, 948, 30)
(446, 512, 6)
(447, 680, 5)
(447, 567, 50)
(447, 613, 48)
(447, 523, 20)
(447, 793, 17)
(447, 930, 32)
(447, 933, 34)
(447, 866, 44)
(447, 735, 2)
(447, 732, 46)
(448, 507, 26)
(448, 554, 19)
(448, 675, 37)
(448, 524, 31)
(448, 823, 40)
(448, 488, 23)
(448, 737, 19)
(448, 949, 44)
(448, 730, 23)
(448, 719, 18)
(448, 484, 35)
(448, 881, 25)
(448, 714, 14)
(449, 900, 10)
(449, 748, 45)
(449, 693, 23)
(449, 577, 41)
(449, 575, 32)
(449, 886, 30)
(449, 495, 12)
(449, 726, 40)
(449, 657, 36)
(450, 599, 23)
(450, 594, 50)
(450, 774, 28)
(450, 531, 44)
(450, 797, 41)
(450, 950, 1)
(450, 960, 1)
(450, 690, 7)
(450, 722, 1)
(450, 769, 32)
(451, 716, 7)
(451, 860, 20)
(451, 643, 20)
(451, 737, 2)
(451, 502, 50)
(451, 548, 7)
(451, 752, 40)
(451, 693, 41)
(451, 700, 29)
(451, 510, 32)
(451, 995, 41)
(451, 456, 16)
(451, 558, 23)
(451, 537, 37)
(451, 617, 47)
(451, 803, 13)
(452, 929, 1)
(452, 729, 45)
(452, 753, 34)
(452, 707, 24)
(452, 687, 33)
(452, 669, 32)
(452, 622, 1)
(452, 778, 13)
(453, 627, 46)
(453, 486, 23)
(453, 750, 2)
(453, 772, 50)
(453, 628, 39)
(453, 748, 22)
(453, 482, 19)
(453, 955, 21)
(454, 530, 21)
(454, 574, 19)
(454, 729, 18)
(454, 656, 40)
(454, 786, 15)
(454, 526, 4)
(454, 895, 32)
(454, 720, 18)
(454, 800, 5)
(455, 724, 42)
(455, 746, 7)
(455, 486, 23)
(455, 515, 31)
(455, 882, 6)
